game_name,reviews_like_rate,all_reviews_number_k,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads_k,day,month,year,total_revenue_million,main_tag,main_feature,reviews_like_rate_MinMax,all_reviews_number_MinMax,price_MinMax,difficulty_MinMax,age_restriction_MinMax,rating_MinMax,length_MinMax,estimated_downloads_MinMax,total_revenue_MinMax,developer_Cod,main_tag_Cod,main_feature_Cod,supported_os_Cod,generation
60 Parsecs!,90,2.92,2018-09-18,Robot Gentleman,"Turn-Based, Strategy, Management, RPG, Simulation","win, mac","English, French, German, Russian, Simplified Chinese, Polish, Korean, Japanese, Italian, Spanish - Spain, Portuguese - Brazil, Turkish",5.79,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.1,3,6,1200.0,18,9,2018,6.95,Turn-Based,Single-player,0.875,0.00033054133811312014,0.07238404800600075,0.5,0.7647058823529411,0.6103603603603603,0.06329113924050633,0.0039190983855990295,0.0014095075849760688,1263,39,7,3,8
Sonic the Hedgehog 4 - Episode II,78,1.52,2012-05-15,SEGA,"Adventure, Platformer, 2D, Action",win,"English, French, German, Italian, Spanish - Spain",9.99,"Single-player, Family Sharing",0,3.53,3,9,977.3,15,5,2012,9.76,Adventure,Single-player,0.7250000000000001,0.00017151801393498674,0.12489061132641581,0.5,0.0,0.7072072072072071,0.10126582278481013,0.0031917244904961432,0.0019793948243692705,1294,3,7,0,8
Sonic the Hedgehog 4 - Episode I,44,2.29,2012-01-19,SEGA,"Platformer, 2D, Action, Adventure",win,"English, German, French, Italian, Spanish - Spain, Japanese",9.99,"Single-player, Family Sharing",0,3.38,3,24,1160.0,19,1,2012,11.59,Platformer,Single-player,0.30000000000000004,0.0002589808422329601,0.12489061132641581,0.5,0.0,0.6734234234234233,0.2911392405063291,0.003788451974264878,0.002350531353938509,1294,23,7,0,8
Barbarous - Tavern Of Emyr,93,0.05,2020-02-27,SQRT3,"Action, RPG, Simulation","win, mac",English,8.49,"Single-player, Steam Achievements, Family Sharing",10,2.9,3,65,20.7,27,2,2020,0.18,Action,Single-player,0.9125000000000001,4.543523547946668e-06,0.10613826728341043,0.5,0.5882352941176471,0.5653153153153152,0.810126582278481,6.731556343992132e-05,3.6505232416646384e-05,1300,2,7,3,9
Torchlight: Infinite,70,15.43,2023-05-10,XD,"Action, RPG, Adventure, Combat",win,"English, Simplified Chinese, French, German, Russian, Japanese, Thai, Traditional Chinese, Portuguese - Portugal, Spanish - Latin America, Vietnamese, Korean",0.0,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",13,2.71,2,15,1680.0,10,5,2023,0.0,Action,Single-player,0.625,0.0017515283277334407,0.0,0.25,0.7647058823529411,0.5225225225225224,0.1772151898734177,0.005486855321608842,0.0,1697,2,7,0,9
You are the Judge!,69,0.22,2023-10-02,Steel Games,"Strategy, RPG, Adventure",win,"English, Turkish, Russian, German",4.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,1.3,1,6,15.7,2,10,2023,0.08,Strategy,Single-player,0.6125,2.385349862672001e-05,0.06238279784973122,0.0,0.0,0.20495495495495492,0.06329113924050633,5.0984762023152436e-05,1.6224547740731727e-05,1420,36,7,0,9
Granny,93,5.13,2018-11-20,DVloper,"Horror, Adventure, Puzzle",win,English,4.99,"Single-player, Family Sharing",17,2.07,4,14,356.0,20,11,2018,1.78,Horror,Single-player,0.9125000000000001,0.0005815710141371735,0.06238279784973122,0.75,1.0,0.3783783783783783,0.16455696202531644,0.0011624591064484423,0.0003609961872312809,386,17,7,0,8
Drakensang Online,65,1.82,2023-05-16,Bigpoint GmbH,"Action, Adventure, MMORPG",win,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Greek, Hungarian, Polish, Portuguese - Portugal, Romanian, Russian, Turkish",0.0,"Single-player, MMO, Online PvP, Online Co-op, In-App Purchases",13,3.01,4,70,310.4,16,5,2023,0.0,Action,Single-player,0.5625,0.00020559444054458673,0.0,0.75,0.7647058823529411,0.59009009009009,0.8734177215189873,0.00101352219752751,0.0,184,2,7,0,9
Blackjack 21: Blackjackist,76,0.04,2025-04-29,KamaGames Entertainment Group Limited,"Card Game, Simulation, Sports","win, mac","English, French, Italian, German, Spanish - Spain, Arabic, Czech, Danish, Dutch, Greek, Hungarian, Indonesian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese, Croatian, Filipino, Hebrew, Hindi, Persian, Malay",0.0,"Single-player, Online PvP, Cross-Platform Multiplayer, In-App Purchases",17,1.68,5,2,12.3,29,4,2025,0.0,Card Game,Single-player,0.7000000000000001,3.4076426609600013e-06,0.0,1.0,1.0,0.2905405405405405,0.012658227848101266,3.9879817059749606e-05,0.0,802,8,7,3,9
Tails of Iron,88,10.7,2021-09-17,Odd Bug Studio,"Action, RPG, Souls-like, 2D, Adventure, Combat","win, mac, linux","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Simplified Chinese, Russian, Japanese, Korean",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.58,4,8,622.4,17,9,2021,9.33,Action,Single-player,0.8500000000000001,0.001214256668188747,0.1873984248031004,0.75,0.7647058823529411,0.7184684684684685,0.08860759493670886,0.002032564205933888,0.0018921878802628377,1075,2,7,4,9
Life is Strange: Before the Storm,93,32.97,2017-08-31,Deck Nine,"Story Rich, Adventure, Visual Novel","win, mac, linux","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese",13.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.61,1,13,2880.0,31,8,2017,38.85,Story Rich,Single-player,0.9125000000000001,0.0037438634035080543,0.16864608076009502,0.0,1.0,0.7252252252252251,0.15189873417721517,0.009406247661633373,0.007879045996592846,410,35,7,4,8
Nebel Geisterjäger ~ The First Lamb,86,0.21,2023-12-21,BBQ大好き,"Sexual Content, Anime, RPG",win,"English, Simplified Chinese, Japanese, Traditional Chinese",8.49,"Single-player, Family Sharing",13,1.82,1,19,11.4,21,12,2023,0.1,Sexual Content,Single-player,0.825,2.2717617739733342e-05,0.10613826728341043,0.0,0.7647058823529411,0.32207207207207206,0.22784810126582278,3.6940272804731206e-05,2.028068467591466e-05,137,29,7,0,9
Child of Light,91,11.84,2014-04-30,Ubisoft Montréal,"RPG, Fantasy, Turn-Based",win,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian",11.99,"Single-player, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",10,4.0,3,16,1600.0,30,4,2014,19.18,RPG,Single-player,0.8875,0.0013437470893052272,0.14989373671708964,0.5,0.5882352941176471,0.813063063063063,0.18987341772151897,0.0052255624989405395,0.0038898353208404314,1607,25,7,0,8
BlazBlue Entropy Effect,94,25.5,2024-02-14,91Act,"Roguelike, Adventure, 2D, Action, Platformer, Combat","win, mac","English, Simplified Chinese, Japanese, Traditional Chinese, French, German, Spanish - Spain, Portuguese - Brazil, Russian",10.49,"Single-player, Online Co-op, LAN Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,3.75,4,12,1200.0,14,2,2024,12.59,Roguelike,Single-player,0.925,0.002895360380929014,0.13114139267408426,0.75,0.0,0.7567567567567567,0.13924050632911392,0.0039190983855990295,0.0025533382006976556,25,27,7,3,9
Portal,98,153.05,2007-10-10,Valve,"Puzzle, Platformer","win, mac","English, French, German, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean, Bulgarian, Czech, Greek, Hungarian, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Turkish, Ukrainian",5.79,"Single-player, Steam Achievements, Captions available, Includes level editor, Includes Source SDK, Commentary available, Remote Play on Phone, Remote Play on Tablet, Family Sharing",13,4.31,3,9,28100.0,10,10,2007,162.7,Puzzle,Single-player,0.9750000000000001,0.01738352109444395,0.07238404800600075,0.5,0.7647058823529411,0.8828828828828827,0.10126582278481013,0.0917788100078156,0.03299667396771315,1630,24,7,3,7
Deep Rock Galactic,97,273.49,2020-05-13,Ghost Ship Games,"FPS, Adventure, Action, Survival",win,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Ukrainian, Italian, Japanese, Korean, Turkish, Spanish - Latin America, Hungarian, Romanian",14.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",13,3.88,3,64,13400.0,13,5,2020,200.87,FPS,Single-player,0.9625000000000001,0.031064070497311372,0.1873984248031004,0.5,0.7647058823529411,0.7860360360360359,0.7974683544303798,0.04376625384251509,0.04073781130850978,637,14,7,0,9
Clustertruck,93,13.51,2016-09-27,Landfall,"Platformer, Action","win, mac, linux",English,7.99,"Single-player, Steam Achievements, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing",0,3.48,4,8,1970.0,27,9,2016,15.74,Platformer,Single-player,0.9125000000000001,0.0015334391974320006,0.09988748593574197,0.75,0.0,0.6959459459459458,0.08860759493670886,0.006434041803781437,0.0031921797679889674,848,23,7,4,8
Incredibox,96,4.43,2009-08-16,So Far So Good,"2D, Puzzle","win, mac","English, French, Italian, German, Arabic, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America, Japanese, Norwegian, Polish, Portuguese - Brazil, Russian, Thai, Turkish, Vietnamese",4.99,"Single-player, Steam Trading Cards, Family Sharing",10,2.67,2,9,326.6,16,8,2009,1.63,2D,Single-player,0.9500000000000002,0.0005020593520481068,0.06238279784973122,0.25,0.5882352941176471,0.5135135135135135,0.10126582278481013,0.0010664339941178413,0.0003305751602174089,1386,1,7,3,7
Blood Strike,79,7.93,2025-03-13,NetEase Games,"Action, FPS, Survival, Strategy",win,"English, Arabic, Indonesian, Portuguese - Portugal, Russian, Simplified Chinese, Thai, Vietnamese, Spanish - Latin America",0.0,"Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",10,2.69,3,10,1060.0,13,3,2025,0.0,Action,Online PvP,0.7375,0.0008996176624934402,0.0,0.5,0.5882352941176471,0.518018018018018,0.1139240506329114,0.0034618359459295004,0.0,1021,2,4,0,9
Hotline Miami 2: Wrong Number,94,57.19,2015-03-10,Dennaton Games,"Action, Shooter, Pixel Graphics","win, mac, linux","English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian",7.99,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing",17,3.86,4,15,6520.0,10,3,2015,52.09,Action,Single-player,0.925,0.006494966911789762,0.09988748593574197,0.75,1.0,0.7815315315315314,0.1772151898734177,0.021295071093041115,0.010564208647683947,421,2,7,4,8
Tales of Seikyu,83,0.18,2025-05-21,ACE Entertainment,"Simulation, Early Access, Fantasy",win,"English, Simplified Chinese, Japanese, German",12.49,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.11,3,11,13.6,21,5,2025,0.17,Simulation,Single-player,0.7875000000000001,1.930997507877334e-05,0.1561445180647581,0.5,0.0,0.3873873873873873,0.12658227848101264,4.412582542810951e-05,3.447716394905492e-05,27,31,7,0,9
"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",81,14.48,2023-05-15,Nils Jakrins,"Adventure, Driving, Simulation","win, mac","English, Japanese, Simplified Chinese, German, Russian, Spanish - Spain, French, Danish, Dutch, Polish, Portuguese - Brazil, Swedish, Traditional Chinese, Italian, Czech, Finnish, Turkish, Greek, Hungarian, Norwegian, Latvian",2.99,"Single-player, Online Co-op, Family Sharing",13,2.1,2,12,781.2,15,5,2023,2.34,Adventure,Single-player,0.7625,0.0016436196434697074,0.037379672459057385,0.25,0.7647058823529411,0.3851351351351351,0.13924050632911392,0.002551230458930468,0.00047456802141640297,1038,3,7,3,9
CONERU -DIMENSION GIRL-,95,0.06,2025-05-28,HIKE Inc.,"2D, Platformer, Action, RPG",win,"English, Japanese, Simplified Chinese, Traditional Chinese",10.49,"Single-player, Family Sharing",0,2.39,3,8,0.21,28,5,2025,0.0,2D,Single-player,0.9375,5.6794044349333354e-06,0.13114139267408426,0.5,0.0,0.4504504504504504,0.08860759493670886,3.9193923400245304e-07,0.0,674,1,7,0,9
AWAKEN - Astral Blade,84,0.75,2024-10-22,Dark Pigeon Games,"Fantasy, 2D, Adventure, RPG",win,"English, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Polish, Japanese, Korean, Portuguese - Brazil, Russian",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,2.9,5,17,35.5,22,10,2024,0.37,Fantasy,Single-player,0.8,8.405518563701336e-05,0.13114139267408426,1.0,0.5882352941176471,0.5653153153153152,0.20253164556962025,0.0001156547356335572,7.503853330088424e-05,396,15,7,0,9
Assassin's Creed 2,89,51.12,2010-03-05,Ubisoft Montreal,"Action, Open World, Stealth, Story Rich",win,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Danish, Dutch, Korean, Swedish",15.99,Single-player,17,4.26,3,32,5320.0,5,3,2010,85.07,Action,Single-player,0.8625,0.005805487213388855,0.19989998749843732,0.5,1.0,0.8716216216216215,0.3924050632911392,0.017375678753016585,0.017252778453800598,1606,2,7,0,7
Tricky Towers,90,11.73,2016-08-02,WeirdBeard,Puzzle,"win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Russian, Portuguese - Portugal, Dutch, Simplified Chinese, Arabic, Finnish, Korean, Norwegian, Polish, Portuguese - Brazil, Swedish, Turkish, Romanian, Traditional Chinese",7.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0,3.89,4,15,2180.0,2,8,2016,17.42,Puzzle,Single-player,0.875,0.001331252399548374,0.09988748593574197,0.75,0.0,0.7882882882882882,0.1772151898734177,0.00711993546328573,0.0035328952705443338,1674,24,7,4,8
Sker Ritual,84,4.63,2024-04-18,Wales Interactive,"Story Rich, Survival, FPS, Horror",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Welsh, Czech, Polish, Thai, Traditional Chinese",12.49,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",17,3.5,3,10,404.5,18,4,2024,5.05,Story Rich,Single-player,0.8,0.0005247769697878401,0.1561445180647581,0.5,1.0,0.7004504504504504,0.1139240506329114,0.0013208678801911004,0.0010241745761336903,1658,35,7,0,9
Youtubers Life 2,73,1.81,2021-10-19,UPLAY Online,Simulation,"win, mac","English, Spanish - Spain, French, Italian, German, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Catalan",12.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,2.94,2,5,156.9,19,10,2021,1.96,Simulation,Single-player,0.6625000000000001,0.00020445855965760008,0.1561445180647581,0.25,0.5882352941176471,0.5743243243243242,0.05063291139240507,0.0005121665940327056,0.00039750141964792733,1598,31,7,3,9
Pieces of me,90,0.09,2025-05-22,EMIKA_GAMES,"Horror, Simulation, Adventure, Platformer",win,"English, Russian, Spanish - Spain",4.99,"Single-player, Steam Achievements, Family Sharing",13,2.9,1,3,3.2,22,5,2025,0.02,Horror,Single-player,0.875,9.087047095893337e-06,0.06238279784973122,0.0,0.7647058823529411,0.5653153153153152,0.025316455696202535,1.0157758481230244e-05,4.056136935182932e-06,476,17,7,0,9
Endzone - A World Apart,76,7.78,2021-03-18,Gentlymad Studios,"Building, Survival, Strategy, Simulation, Management, Sandbox",win,"English, German, Simplified Chinese, Japanese, Russian, Korean, French, Spanish - Spain, Portuguese - Brazil",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",10,3.42,4,33,1410.0,18,3,2021,21.14,Building,Single-player,0.7000000000000001,0.0008825794491886404,0.1873984248031004,0.75,0.5882352941176471,0.6824324324324323,0.4050632911392405,0.004604992045103323,0.004287336740488359,632,6,7,0,9
Farming & Supermarket Simulator,90,0.24,2025-04-21,Bull Games,"Early Access, Simulation, Management",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Japanese, Korean, Russian, Turkish, Ukrainian, Portuguese - Portugal, Polish, Dutch, Spanish - Latin America, Greek, Czech, Hindi, Vietnamese",4.99,"Single-player, Steam Achievements, Family Sharing",0,4.0,2,23,11.8,21,4,2025,0.06,Early Access,Single-player,0.875,2.6125260400693343e-05,0.06238279784973122,0.25,0.0,0.813063063063063,0.27848101265822783,3.824673691807272e-05,1.2168410805548795e-05,239,13,7,0,9
GUARDS!,69,0.39,2024-03-01,WYLDERZONE,"Fantasy, Action, Adventure, FPS",win,"English, Russian, Simplified Chinese, French, German, Japanese, Portuguese - Brazil, Ukrainian",7.99,"Online Co-op, Steam Achievements, Family Sharing",0,2.88,4,7,49.3,1,3,2024,0.39,Fantasy,Online Co-op,0.6125,4.316347370549335e-05,0.09988748593574197,0.75,0.0,0.5608108108108107,0.0759493670886076,0.0001607277475438393,7.909467023606717e-05,1655,15,3,0,9
A Dance of Fire and Ice,94,68.61,2019-01-25,7th Beat Games,"2D, Platformer","win, mac, linux","English, Spanish - Spain, Korean, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Japanese, Spanish - Latin America, Polish, Romanian, Russian, Vietnamese, Czech, French, German",3.59,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Family Sharing",10,3.57,4,8,4000.0,25,1,2019,14.36,2D,Single-player,0.925,0.007792142884728536,0.044880610076259535,0.75,0.5882352941176471,0.7162162162162161,0.08860759493670886,0.013064347178989601,0.002912306319461345,21,1,7,4,8
Hotline Miami,97,90.0,2012-10-23,Dennaton Games,"Action, Shooter, Pixel Graphics","win, mac, linux","English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Polish",5.79,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",17,4.01,4,10,10120.0,23,10,2012,58.59,Action,Single-player,0.9625000000000001,0.010221792101993019,0.07238404800600075,0.75,1.0,0.8153153153153152,0.1139240506329114,0.033053248113114705,0.0118824531516184,421,2,7,4,8
Tom Clancy’s The Division™,71,73.45,2016-03-08,Massive Entertainment,"Open World, Shooter, Action, RPG",win,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Finnish, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Swedish, Traditional Chinese, Danish, Simplified Chinese, Russian",23.99,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases",17,3.45,3,55,6370.0,8,3,2016,152.82,Open World,Single-player,0.6375000000000001,0.008341909234030083,0.2999124890611326,0.5,1.0,0.6891891891891891,0.6835443037974683,0.02080514705053805,0.030992942321732782,926,21,7,0,8
